Agency,Date Added,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,Agency_name,lon,lat,loctype,search_add,CD114FP
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Bacon County Extension,203,S. Dixon St.,Alma,31510,Bacon,1,UGA,-82.4691,31.54119,,"203 S. Dixon St.,Alma,GA,31510",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Bryan County Extension,131,N. College St.,Pembroke,31321,Bryan,1,UGA,-81.62188,32.13751,,"131 N. College St.,Pembroke,GA,31321",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Camden County Extension,1409,Georgia Ave.,Woodbine,31569,Camden,1,UGA,-81.71777,30.9539,,"1409 Georgia Ave.,Woodbine,GA,31569",1
1,5/10/2018,"FT, FTBU, TFM, Outreach",Charlton County Extension,55,Kingsland Dr.,Folkston,31537,Charlton,1,UGA,-81.9902,30.83451,,"55 Kingsland Dr.,Folkston,GA,31537",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Clinch County Extension,313,"West Dame Ave., Suite A",Homerville,31634,Clinch,1,UGA,-82.75261,31.03512,,"313 West Dame Ave., Suite A,Homerville,GA,31634",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Liberty County Extension,100,Main St.  Suite 1200,Hinesville,31313,Liberty,1,UGA,-81.59584,31.84758,,"100 Main St.  Suite 1200,Hinesville,GA,31313",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Long County Extension,479,S. McDonald St.  Suite C,Ludowici,31316,Long,1,UGA,-81.74109,31.70782,,"479 S. McDonald St.  Suite C,Ludowici,GA,31316",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Mcintosh County Extension,102,Jefferson St.,Darien,31305,Mcintosh,1,UGA,-81.43375,31.37139,,"102 Jefferson St.,Darien,GA,31305",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Pierce County Extension,711,Hendry St.,Blackshear,31516,Pierce,1,UGA,-82.24742,31.30013,,"711 Hendry St.,Blackshear,GA,31516",1
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Wayne County Extension,1900,Sunset Blvd.,Jesup,31545,Wayne,1,UGA,-81.91481,31.58688,,"1900 Sunset Blvd.,Jesup,GA,31545",1
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Coastal GA Botanical Gardens,2,Canebrake Road,Savannah,31419,Chatham,1,UGA,-81.26986,31.99848,,"2 Canebrake Road,Savannah,GA,31419",1
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Echols County Extension,109,Courthouse Street,Statenville,31648,Echols,1,UGA,-83.02726,30.70274,,"109 Courthouse Street,Statenville,GA,31648",1
2,6/19/2018,Cooking Matters for Adults,Mercy Housing-Rose of Sharon,322,E. Taylor St.,Savannah,31401,Chatham,Adults,Open Hand Atlanta,-81.09077,32.07084,,"322 E. Taylor St.,Savannah,GA,31401",1
2,6/19/2018,Cooking Matters for Adults,Cloverdale Community Center,1919,Cynthia Street,Savannah,31415,Chatam,Adults,Open Hand Atlanta,-81.12488,32.06392,,"1919 Cynthia Street,Savannah,GA,31415",1
4,5/30/2018,Community Garden & Pick It Try It,Center Elementary School (Heritage Gardens of Waycross,2114,Dorothy Street,Waycross,31501,Ware,Families and 18+; SNAP Ed eligible,DPH,-82.35558,31.23711,,"2114 Dorothy Street,Waycross,GA,31501",1
4,6/14/2018,Worksite & Harvest of the Month,Gateway Behavioral Health Services (GBHS- Brunswick location),600,Coastal Village Drive,Brunswick,31520,Glynn,18+; SNAP- eligible,DPH,-81.49618,31.22086,,"600 Coastal Village Drive,Brunswick,GA,31520",1
4,6/14/2018,Worksite & Harvest of the Month,Gateway Behavioral Health Services (GBHS- Savannah location),6,Mall Court,Savannah,31406,Chatham,18+; SNAP- eligible,DPH,-81.10584,32.00178,,"6 Mall Court,Savannah,GA,31406",1
4,6/14/2018,Community Gardens,WayGreen Local Fare Market,1460,North Augusta Avenue,Waycross,31503,Ware,Familes and 18+; SNAP- eligible,DPH,-82.38451,31.23393,,"1460 North Augusta Avenue,Waycross,GA,31503",1
4,6/14/2018,Community Gardens,Destination Church,301,Bruunell Street,Waycross,31503,Ware,Familes and 18+; SNAP- eligible,DPH,-82.35402,31.21355,,"301 Bruunell Street,Waycross,GA,31503",1
2,1/1/2018,,Positive Direction,524,Oak Street,Dawson,39842,Terrell,"Adults, Teens, Kids",Open Hand Atlanta,-84.44196,31.76658,rooftop,"524 Oak Street,Dawson,GA,39842",2
2,1/1/2018,,Maya's Residential Home,920,4th Street,Cairo,39828,Grady,Adults,Open Hand Atlanta,-84.21198,30.88615,range_interpolated,"4th Street,Cairo,GA,39828",2
3,1/1/2018,High School,Bainbridge HS,1,Bearcat Blvd,Bainbridge,39819,Decatur,12-Sep,HealthMPowers,-84.48109,30.88595,rooftop,"1 Bearcat Blvd,Bainbridge,GA,39819",2
3,1/1/2018,Middle School,Ballard Hudson Middle School,1070,Anthony Rd,Macon,31204,Bibb,8-Jun,HealthMPowers,-83.65785,32.81861,rooftop,"1070 Anthony Rd,Macon,GA,31204",2
3,1/1/2018,Elem,Hartley ES,2230,Anthony Rd,Macon,31204,Bibb,K-5,HealthMPowers,-83.67893,32.82132,rooftop,"2230 Anthony Rd,Macon,GA,31204",2
3,1/1/2018,Elem,Southfield ES,4375,Bloomfield Drive Ext,Macon,31206,Bibb,K-5,HealthMPowers,-83.68807,32.78137,rooftop,"4375 Bloomfield Drive Ext,Macon,GA,31206",2
3,1/1/2018,Elem,Brookdale ES,3600,Brookdale Ave,Macon,31204,Bibb,K-5,HealthMPowers,-83.68534,32.85194,rooftop,"3600 Brookdale Ave,Macon,GA,31204",2
3,1/1/2018,Elem,Alexander II ES,1156,College St,Macon,31201,Bibb,K-5,HealthMPowers,-83.64496,32.83283,rooftop,"1156 College St,Macon,GA,31201",2
3,1/1/2018,Elem,Veterans,4901,Faubus Avenue,Macon,31204,Bibb,K-5,HealthMPowers,-83.71503,32.81362,rooftop,"4901 Faubus Avenue,Macon,GA,31204",2
3,1/1/2018,Elem,Burdell-Hunt ES,972,Fort Hill St,Macon,31211,Bibb,K-5,HealthMPowers,-83.61322,32.85316,rooftop,"972 Fort Hill St,Macon,GA,31211",2
3,1/1/2018,Elem,Skyview ES,5700,Fulton Mill Rd,Lizella,31052,Bibb,K-5,HealthMPowers,-83.75764,32.75103,rooftop,"5700 Fulton Mill Rd,Lizella,GA,31052",2
3,1/1/2018,Elem,Riley ES,3522,Greenbriar Rd,Macon,31204,Bibb,K-5,HealthMPowers,-83.68982,32.83418,range_interpolated,"3522 Greenbriar Rd,Macon,GA,31204",2
3,1/1/2018,Middle School,Weaver Middle School,2570,Heath Rd,Macon,31206,Bibb,8-Jun,HealthMPowers,-83.74256,32.8251,rooftop,"2570 Heath Rd,Macon,GA,31206",2
3,1/1/2018,Middle School,Miller Magnet Middle School,751,Hendley St,Macon,31204,Bibb,8-Jun,HealthMPowers,-83.65842,32.83928,rooftop,"751 Hendley St,Macon,GA,31204",2
3,1/1/2018,Elem,Bruce ES,3660,Houston Ave,Macon,31206,Bibb,K-5,HealthMPowers,-83.65129,32.79856,rooftop,"3660 Houston Ave,Macon,GA,31206",2
3,1/1/2018,Elem,Heard ES,6515,Houston Rd,Macon,31216,Bibb,K-5,HealthMPowers,-83.6874,32.72326,rooftop,"6515 Houston Rd,Macon,GA,31216",2
3,1/1/2018,Elem,Union ES,4831,Mamie Carter Dr,Macon,31210,Bibb,K-5,HealthMPowers,-83.72357,32.83538,range_interpolated,"4831 Mamie Carter Dr,Macon,GA,31210",2
3,1/1/2018,Elem,Bernd ES,4160,Ocmulgee East Blvd,Macon,31217,Bibb,K-5,HealthMPowers,-83.56781,32.81424,rooftop,"4160 Ocmulgee East Blvd,Macon,GA,31217",2
3,1/1/2018,Elem,Elcan King,725,Louise St,Bainbridge,39819,Decatur County,K-4,HealthMPowers,-84.56883,30.89383,rooftop,"725 Louise St,Bainbridge,GA,39819",2
3,1/1/2018,Elem,Potter Street,725,Potter St,Bainbridge,39819,Decatur County,K-4,HealthMPowers,-84.57404,30.89982,range_interpolated,"725 Potter St,Bainbridge,GA,39819",2
3,1/1/2018,Elem,Ingram-Pye ES,855,Anthony Road,Macon,31204,Bibb,K-5,HealthMPowers,-83.65224,32.82043,rooftop,"855 Anthony Road,Macon,GA,31204",2
3,1/1/2018,Elem,Williams ES,325,Pursley St,Macon,31201,Bibb,K-5,HealthMPowers,-83.64654,32.84516,rooftop,"325 Pursley St,Macon,GA,31201",2
3,1/1/2018,Middle School,Hutto Middle School,1201,Martin Luther King Jr Dr,Bainbridge,39817,Decatur  County,6-May,HealthMPowers,-84.55886,30.90901,rooftop,"1201 Martin Luther King Jr Dr,Bainbridge,GA,39817",2
3,1/1/2018,Elem,John Johnson,1947,S West St,Bainbridge,39819,Decatur County,K-4,HealthMPowers,-84.5763,30.88486,range_interpolated,"1947 S West St,Bainbridge,GA,39819",2
3,1/1/2018,Elem,Porter ES,5802,School Rd,Macon,31206,Bibb,K-5,HealthMPowers,-83.69208,32.73709,rooftop,"5802 School Rd,Macon,GA,31206",2
3,1/1/2018,Middle School,Bain Bridge Middle School,1301,E. College St,Bainbridge,39819,Decatur  County,8-Jul,HealthMPowers,-84.55651,30.8984,rooftop,"1301 E. College St,Bainbridge,GA,39819",2
3,1/1/2018,Middle School,Rutland Middle School,6260,Skipper Rd,Macon,31216,Bibb,8-Jun,HealthMPowers,-83.71874,32.73681,range_interpolated,"6260 Skipper Rd,Macon,GA,31216",2
3,1/1/2018,Elem,Martin Luther King,1301,Shurling Dr,Macon,31211,Bibb,K-5,HealthMPowers,-83.60051,32.85968,range_interpolated,"1301 Shurling Dr,Macon,GA,31211",2
3,1/1/2018,Elem,Jones Wheat,1401,E Shortwell St,Bainbridge,39819,Decatur County,K-4,HealthMPowers,-84.55606,30.90385,range_interpolated,"1401 E Shortwell St,Bainbridge,GA,39819",2
3,1/1/2018,Elem,Heritage ES,6050,Thomaston Rd,Macon,31220,Bibb,K-5,HealthMPowers,-83.75821,32.84281,rooftop,"6050 Thomaston Rd,Macon,GA,31220",2
3,1/1/2018,Elem,Heritage ES,6050,Thomaston Rd,Macon,31220,Bibb,K-5,HealthMPowers,-83.7558,32.84574,range_interpolated,"6050 Thomaston Rd,Macon,GA,31220",2
3,1/1/2018,Elem,Vineville ES,2260,Vineville Ave,Macon,31204,Bibb,K-5,HealthMPowers,-83.65565,32.84468,rooftop,"2260 Vineville Ave,Macon,GA,31204",2
3,1/1/2018,Elem,West Bainbridge,915,Zorn Rd,Bainbridge,39817,Decatur County,K-4,HealthMPowers,-84.61254,30.93325,range_interpolated,"915 Zorn Rd,Bainbridge,GA,39817",2
3,1/1/2018,Elem,Sherwood Acres ES,2201,Doncaster Way,Albany,31707,Dougherty,k-5,HealthMPowers,-84.19856,31.6078,rooftop,"2201 Doncaster Way,Albany,GA,31707",2
3,3/29/2018,Food Retail,My Store,2073,Pio Nono Ave,Macon,31206,Bibb,Adults 18+,HealthMPowers,-83.66314,32.82213,,"2073 Pio Nono Ave,Macon,GA,31206",2
3,3/29/2018,Food Retail,Family Supermarket,2965,Houston Ave,Macon,31206,Bibb,Adults 18+,HealthMPowers,-83.64827,32.80786,,"2965 Houston Ave,Macon,GA,31206",2
4,1/1/2018,Community Garden & Pick It Try It,Bill Miller Commuity Center,312,Vick Street,Albany,31705,Dougherty,School aged children and 18+ SNAP-eligible,DPH,-84.13152,31.54998,rooftop,"312 Vick Street,Albany,GA,31705",2
4,1/1/2018,Community Garden & Pick It Try It,Carver Sports Complex,1021,S. Mckinley Street,Albany,31701,Dougherty,School aged children and 18+ SNAP-eligible,DPH,-84.16617,31.56393,range_interpolated,"1021 S. Mckinley Street,Albany,GA,31701",2
4,1/1/2018,Community Garden & Pick It Try It,Boys & Girls Club,1309,North Jefferson,Albany,31701,Dougherty,School aged children and 18+ SNAP-eligible,DPH,-84.15678,31.59457,rooftop,"1309 North Jefferson,Albany,GA,31701",2
4,1/1/2018,Community Garden & Pick It Try It,Girls Inc,701,Park Place,Albany,31701,Dougherty,School aged girls and 18+ SNAP-eligible,DPH,-84.15997,31.58637,rooftop,"701 Park Place,Albany,GA,31701",2
4,1/1/2018,Community Gardens,Jackson Heights Community Center,1100,Jordan,Albany,31705,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.11801,31.58749,range_interpolated,"1100 Jordan,Albany,GA,31705",2
4,1/1/2018,Community Gardens,Thornton Community Center,210,Thornton,Albany,31705,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.10573,31.5724,rooftop,"210 Thornton,Albany,GA,31705",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Baker County Extension,398,GA Hwy 37 SW,Newton,39870,Baker,2,UGA,-84.34893,31.31173,,"398 GA Hwy 37 SW,Newton,GA,39870",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Bibb County Extension,145,First Street,Macon,31201,Bibb,2,UGA,-83.62797,32.84096,,"145 First Street,Macon,GA,31201",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Calhoun County Extension,10971,Dickey Street,Morgan,39866,Calhoun,2,UGA,-84.60071,31.53681,,"10971 Dickey Street,Morgan,GA,39866",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Crawford County Extension,100,Wright Ave.,Roberta,31078,Crawford,2,UGA,-84.01081,32.72108,,"100 Wright Ave.,Roberta,GA,31078",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Crisp County Extension,110,"West 13th Ave., Suite C",Cordele,31015,Crisp,2,UGA,-83.78343,31.96723,,"110 West 13th Ave., Suite C,Cordele,GA,31015",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dooly County Extension,402,"Hawkinsville Road, Suite 8",Vienna,31092,Dooly,2,UGA,-83.77991,32.09599,,"402 Hawkinsville Road, Suite 8,Vienna,GA,31092",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dougherty County Extension,125,"Pine Avenue, Suite 100",Albany,31701,Dougherty,2,UGA,-84.15036,31.5789,,"125 Pine Avenue, Suite 100,Albany,GA,31701",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Lee County Extension,107,107 Main Street,Leesburg,31763,Lee,2,UGA,-84.17094,31.73223,,"107 Main Street,Leesburg,GA,31763",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Macon County Extension,105,S. Sumter Street,Oglethorpe,31068,Macon,2,UGA,-84.05731,32.28565,,"105 S. Sumter Street,Oglethorpe,GA,31068",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Marion County Extension,111,Baker Street,Buena Vista,31803,Marion,2,UGA,-84.5198,32.31907,,"111 Baker Street,Buena Vista,GA,31803",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Mitchell County Extension,4590,Highway 37 East,Camilla,31730,Mitchell,2,UGA,-84.20939,31.23218,,"4590 Highway 37 East,Camilla,GA,31730",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Peach County Extension,700,"Spruce Street, Wing A",Fort Valley,31030,Peach,2,UGA,-83.88329,32.54545,,"700 Spruce Street, Wing A,Fort Valley,GA,31030",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Quitman County Extension,57,"Kaigler Road, Suite 1",Georgetown,39854,Quitman,2,UGA,-85.08357,31.88156,,"57 Kaigler Road, Suite 1,Georgetown,GA,39854",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Seminole County Extension,207,East Crawford Street,Donalsonville,39845,Seminole,2,UGA,-84.87985,31.04307,,"207 East Crawford Street,Donalsonville,GA,39845",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Sumter County Extension,127,William Bowen Pointe,Americus,31719,Sumter,2,UGA,-84.25187,32.05569,,"127 William Bowen Pointe,Americus,GA,31719",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Taylor County Extension,7,Ivy Street,Butler,31006,Taylor,2,UGA,-84.2365,32.55653,,"7 Ivy Street,Butler,GA,31006",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Terrell County Extension,955,Forrester Drive,Dawson,39842,Terrell,2,UGA,-84.43662,31.75979,,"955 Forrester Drive,Dawson,GA,39842",2
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Webster County Extension,7235,Washington Street,Preston,31824,Webster,2,UGA,-84.54089,32.06042,,"7235 Washington Street,Preston,GA,31824",2
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Decatur County Extension,101,AG Lane,Bainbridge,39817,Decatur,2,UGA,-84.55791,30.91531,,"101 AG Lane,Bainbridge,GA,39817",2
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Grady County Extension,65,"11th Avenue, NE",Cairo,39828,Grady,2,UGA,-84.20094,30.88789,,"11th Avenue, NE,Cairo,GA,39828",2
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Muscogee County Extension-Columbus Government Ctr Annex,420,10th Street,Columbus,31901,Muscogee,2,UGA,-84.9871,32.46477,,"10th Street,Columbus,GA,31901",2
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Randolph County Extension,103,East Church Street,Cuthbert,39840,Randolph,2,UGA,-84.79049,31.7734,,"103 East Church Street,Cuthbert,GA,39840",2
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Stewart County Extension,211,Health Department Road,Lumpkin,31815,Stewart,2,UGA,-84.79875,32.03973,,"211 Health Department Road,Lumpkin,GA,31815",2
3,5/15/2018,Food Retail,Kitchen Pride,3101,Columbus Rd,Macon,31204,Bibb,Adults 18+,HealthMPowers,-83.67729,32.82673,,"3101 Columbus Rd,Macon,GA,31204",2
3,5/15/2018,Food Retail,ABC Food Market,1194,Martin Luther King JR Blvd,Macon,31201,Bibb,Adults 18+,HealthMPowers,-83.6333,32.82553,,"1194 Martin Luther King JR Blvd,Macon,GA,31201",2
4,5/14/2018,Community Gardens,Empty Lot,3819,Gillionville Road,Albany,31701,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.24974,31.58659,,"3819 Gillionville Road,Albany,GA,31701",2
4,5/14/2018,Community Gardens,Empty Lot,2421,Harvey Road,Albany,31701,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.16572,31.5356,,"2421 Harvey Road,Albany,GA,31701",2
4,5/14/2018,Community Gardens,Empty Lot,400,Plum Street,Albany,31705,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.14048,31.58092,,"400 Plum Street,Albany,GA,31705",2
4,5/14/2018,Community Gardens,FEMA Parcel,1200,Martin Luther King Drive,Albany,31701,Dougherty,Familes and 18+; SNAP- eligible,DPH,-84.15436,31.56217,,"1200 Martin Luther King Drive,Albany,GA,31701",2
2,1/1/2018,,Meriwether WIC Clinic,51,Gay Connector Rd,Greenville,30222,Meriwether,Adults 18+,Open Hand Atlanta,-84.71202,33.04173,rooftop,"51 Gay Connector Rd,Greenville,GA,30222",3
2,1/1/2018,,Troup County WIC Clinic,900,Dallis St,LaGrange,30240,Troup,Adults 18+,Open Hand Atlanta,-85.04733,33.0271,rooftop,"900 Dallis St,LaGrange,GA,30240",3
2,1/1/2018,,Carroll WIC Clinic,1004,Newman Road,Carrollton,30116,Carroll,Adults 18+,Open Hand Atlanta,-85.04589,33.56735,rooftop,"1004 Newman Road,Carrollton,GA,30116",3
2,1/1/2018,,Lamar County WIC Clinic,118,Academy Drive,Barnesville,30204,Lamar,Adults 18+,Open Hand Atlanta,-84.14728,33.03496,rooftop,"118 Academy Drive,Barnesville,GA,30204",3
2,1/1/2018,,Spalding WIC Clinic,1007,Memorial Dr,Griffin,30223,Spalding,Adults 18+,Open Hand Atlanta,-84.24731,33.24101,rooftop,"1007 Memorial Dr,Griffin,GA,30223",3
2,1/1/2018,,Upson WIC Clinic,314,E Lee St,Thomaston,30286,Upson,Adults 18+,Open Hand Atlanta,-84.32262,32.88566,range_interpolated,"314 E Lee St,Thomaston,GA,30286",3
2,1/1/2018,,Villa Rica WIC Clinic,201,Cleghorn Street,Villa Rica,30180,Carroll,Adults 18+,Open Hand Atlanta,-84.9099,33.73471,rooftop,"201 Cleghorn Street,Villa Rica,GA,30180",3
2,4/3/2018,"Cooking Matters for Adults, Teens, and Kids",LaGrange Housing Authority,201,Chatham St.,LaGrange,30240,Troup,Kids and Teens,Open Hand Atlanta,-85.03016,33.023,,"201 Chatham St.,LaGrange,GA,30240",3
3,1/1/2018,Child Care,Upson County Head Start/EHS,76,Atwater Place,Thomaston,30286,Upson,5 yrs >,HealthMPowers,-84.3392,32.95109,range_interpolated,"76 Atwater Place,Thomaston,GA,30286",3
3,1/1/2018,Child Care,Henry County Head Start Center; Early Head Start and Pre-K Center/EHS,84,Carter Ave,Locust Grove,30248-3611,Henry,5 yrs >,HealthMPowers,-84.11326,33.34799,rooftop,"84 Carter Ave,Locust Grove,GA,30248-3611",3
3,1/1/2018,Child Care,Pike County Head Start,10,Hall Street,Zebulon,30295,Pike,5 yrs >,HealthMPowers,-84.34368,33.09534,rooftop,"10 Hall Street,Zebulon,GA,30295",3
3,1/1/2018,Elem,Wesley Lakes,685,McDonough Pkwy,McDonough,30253,Henry,K-5,HealthMPowers,-84.16998,33.44745,rooftop,"685 McDonough Pkwy,McDonough,GA,30253",3
3,1/1/2018,after school,Carroll County Club,106,Pearl St,Carrollton,30117,Carroll County,18-May,HealthMPowers,-85.08201,33.5816,range_interpolated,"106 Pearl St,Carrollton,GA,30117",3
3,1/1/2018,after school,Newnan Club,72,Wesley Street,Newnan,30263,Newnan,18-May,HealthMPowers,-84.80669,33.37695,rooftop,"72 Wesley Street,Newnan,GA,30263",3
3,1/1/2018,Child Care,Spalding County Head Start,390A,Wilson Rd,Griffin,30224,Spaulding,5 yrs >,HealthMPowers,-84.23313,33.22889,rooftop,"390A Wilson Rd,Griffin,GA,30224",3
3,1/1/2018,Child Care,Lamar County,630,Zebulon Street,Barnsville,30204,Lamar,5 yrs >,HealthMPowers,-84.16778,33.053,rooftop,"630 Zebulon Street,Barnsville,GA,30204",3
3,1/1/2018,after school,,55,Savannah Street,Newnan,30263,Coweta,18-May,HealthMPowers,-84.7934,33.37027,rooftop,"55 Savannah Street,Newnan,GA,30263",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Harris County Extension,121,N. Old College St.,Hamilton,31811,Harris,3,UGA,-84.87521,32.75949,,"121 N. Old College St.,Hamilton,GA,31811",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Heard County Extension,101,Glover,Franklin,30217,Heard,3,UGA,-85.10359,33.2769,,"101 Glover,Franklin,GA,30217",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Meriwether County Extension,126,North Court Sqaure,Greenville,30222,Meriwether,3,UGA,-84.71285,33.02838,,"126 North Court Sqaure,Greenville,GA,30222",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Pike County Extension,74,Gwyn Street,Zebulon,30295,Pike,3,UGA,-84.34406,33.10103,,"74 Gwyn Street,Zebulon,GA,30295",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Spalding County Extension,835,Memorial Drive,Griffin,30224,Spalding,3,UGA,-84.24941,33.24431,,"835 Memorial Drive,Griffin,GA,30224",3
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Upson County Extension,305,"S. Hightower St., Suite 170",Thomaston,30286,Upson,3,UGA,-84.32523,32.89045,,"305 S. Hightower St., Suite 170,Thomaston,GA,30286",3
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Fayette County Extension,140,Stonewall Ave West,Fayetteville,30214,Fayette,3,UGA,-84.45706,33.447,,"140 Stonewall Ave West,Fayetteville,GA,30214",3
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Troup County Extension,114,Church Street,LaGrange,30240,Troup,3,UGA,-85.03175,33.04024,,"114 Church Street,LaGrange,GA,30240",3
2,6/19/2018,Cooking Matters for Adults,Healing Bridge Clinic,215,Willow Bend Road,Peachtree City,30269,Fayette,Adults,Open Hand Atlanta,-84.58449,33.3979,,"215 Willow Bend Road,Peachtree City,GA,30269",3
4,5/16/2018,Worksite & Harvest of the Month,OFS Optics,10,Brightwave Blvd.,Carrollton,30117,Carroll,18+; SNAP- eligible,DPH,-85.10756,33.61198,,"10 Brightwave Blvd.,Carrollton,GA,30117",3
1,1/1/2018,"Food Talk, Food Talk: Better U",Genesis Alliance Mental Health,4540,Memorial Dr.,Decatur,30032,DeKalb,Adults 18+,UGA,-84.24294,33.78074,rooftop,"4540 Memorial Dr.,Decatur,GA,30032",4
1,1/1/2018,"FT, FTBU, FTFM, Outreach",Oakhurst Medical Center,5582,Memorial Drive,Stone Mountain,30083,DeKalb,Adults 18+,UGA,-84.20967,33.80168,rooftop,"5582 Memorial Drive,Stone Mountain,GA,30083",4
1,1/1/2018,,Genesis Alliance Mental Health,4540,Memorial Dr. # C,Decatur,30032,DeKalb,Adults 18+,UGA,-84.24294,33.78074,rooftop,"4540 Memorial Dr. # C,Decatur,GA,30032",4
1,1/1/2018,Outreach,Covington Library,3500,Covington Highway,Decatur,30032,DeKalb,Adults 18+,UGA,-84.25084,33.76727,rooftop,"3500 Covington Highway,Decatur,GA,30032",4
1,1/1/2018,Outreach,Salem-Panola Library,5137,Salem Road,Lithonia,30038,DeKalb,Adults 18+,UGA,-84.17795,33.67808,rooftop,"5137 Salem Road,Lithonia,GA,30038",4
1,1/1/2018,Outreach,Wesley Chapel-William C. Brown Library,2861,Wesley Chapel Road,Decatur,30034,DeKalb,Adults 18+,UGA,-84.22115,33.70432,rooftop,"2861 Wesley Chapel Road,Decatur,GA,30034",4
1,1/1/2018,Outreach,Hairston Crossing Library,4911,Redan Road,Stone Mountain,30088,DeKalb,Adults 18+,UGA,-84.19201,33.75886,rooftop,"4911 Redan Road,Stone Mountain,GA,30088",4
1,1/1/2018,Outreach,Stone Mountain-Sue Kellogg Library,952,Leon St,Stone Mountain,30083,DeKalb,Adults 18+,UGA,-84.1713,33.80616,rooftop,"952 Leon St,Stone Mountain,GA,30083",4
1,1/1/2018,Outreach,Lithonia-Davidson Library,6821,Church St,Lithonia,30058,DeKalb,Adults 18+,UGA,-84.10909,33.71225,rooftop,"6821 Church St,Lithonia,GA,30058",4
1,1/1/2018,Outreach,Clarkston Library,951,N Indian Creek Dr,Clarkston,30021,DeKalb,Adults 18+,UGA,-84.2387,33.80494,rooftop,"951 N Indian Creek Dr,Clarkston,GA,30021",4
1,1/1/2018,Outreach,Salvation Army Atlanta Peachtree Corps,3500,Sherrydale Lane,Decatur,30032,DeKalb,Adults 18+,UGA,-84.24657,33.74632,,"3500 Sherrydale Lane,Decatur,GA,30032",4
1,4/17/2018,FTFM,Society o St. Vincent De Paul,4871,Memorial Drive,Stone Mountain,30083,DeKalb,,UGA,-84.23142,33.78755,,"4871 Memorial Drive,Stone Mountain,GA,30083",4
1,4/17/2018,FTFM,"K.D. Moore Community Development, Inc.",3999,Church Street,Clarkston,30021,DeKalb,,UGA,-84.23772,33.81119,,"3999 Church Street,Clarkston,GA,30021",4
1,4/17/2018,FTFM,Fairfield Baptist Church,6133,Redan Road,Lithonia,30088,DeKalb,,UGA,-84.14708,33.7465,,"6133 Redan Road,Lithonia,GA,30088",4
1,4/17/2018,FTFM,Berean Christian Church,2201,Young Road,Stone Mountain,30088,DeKalb,,UGA,-84.17163,33.73859,,"2201 Young Road,Stone Mountain,GA,30088",4
