Agency,Date Added,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,Agency_name,lon,lat,loctype,search_add
2,1/1/2018,NA,"R.E.A.C.H. Community Development Center, Inc",6212,Memorial Drive,Stone Mountain,30083,DeKalb,"Kids, Adults",Open Hand Atlanta,-84.1875246,33.8080739,rooftop,"6212 Memorial Drive,Stone Mountain,GA,30083"
2,1/1/2018,NA,Rabun County Primary School,801,East Boggs Mountain Road,Tiger,30576,Rabun,kids,Open Hand Atlanta,-83.411176,34.82339,bing,"801 East Boggs Mountain Road,Tiger,GA,30576"
2,1/1/2018,NA,Rabun County High School,230,Wildcat Hill,Tiger,30576,Rabun,teens,Open Hand Atlanta,-83.421982,34.8271301,rooftop,"230 Wildcat Hill,Tiger,GA,30576"
2,1/1/2018,NA,Covenant House Georgia,1559,Johnson Rd. NW,Atlanta,30318,Fulton,teens,Open Hand Atlanta,-84.4379877,33.7882303,rooftop,"1559 Johnson Rd. NW,Atlanta,GA,30318"
2,1/1/2018,NA,Rabun County Senior Center,2832,Old 441 S,Tiger,30578,Rabun,Adults,Open Hand Atlanta,-83.4280288,34.8581045,range_interpolated,"2832 Old 441 S,Tiger,GA,30578"
2,1/1/2018,NA,Brooks Lane,1203,Old 441 S,Clayton,30525,Clayton,Adults,Open Hand Atlanta,-83.4182185,34.8634944,range_interpolated,"1203 Old 441 S,Clayton,GA,30525"
2,1/1/2018,NA,DeKalb County WIC,395,Glendale Road,Scottdale,30079,DeKalb,Adults 18+,Open Hand Atlanta,-84.253695,33.7872418,range_interpolated,"395 Glendale Road,Scottdale,GA,30079"
2,1/1/2018,NA,Coastal WIC,1395,Eisenhower Dr.,Savannah,31406,Chatam,Adults 18+,Open Hand Atlanta,-81.0918449,32.0031196,rooftop,"1395 Eisenhower Dr.,Savannah,GA,31406"
2,1/1/2018,ACFB Food Pantry Partner- Adults,Covington UMC Food Pantry,1113,Conyers St SW,Covington,30014,Newton,Adults,Open Hand Atlanta,-83.8598787,33.5940379,rooftop,"1113 Conyers St SW,Covington,GA,30014"
2,1/1/2018,Cooking Matters for Kids,Haven Elementary,5111,Dillon Ave.,Savannah,31405,Chatham,Kids,Open Hand Atlanta,-81.124103,32.034324,rooftop,"5111 Dillon Ave.,Savannah,GA,31405"
2,1/1/2018,Cooking Matters for Kids,E. Broad Elementary,404,E. Broad St.,Savannah,31401,Chatham,Kids,Open Hand Atlanta,-81.0868775,32.0713712,range_interpolated,"404 E. Broad St.,Savannah,GA,31401"
2,1/1/2018,Cooking Matters for Teens,Mercer Middle School,201,201 Rommel Ave.,Savannah,31408,Chatham,Teens,Open Hand Atlanta,-81.1613518,32.1121146,range_interpolated,"201 Rommel Ave.,Savannah,GA,31408"
2,1/1/2018,Cooking Matters for Teens,Performance Initiatives,2021,Rommel Ave,Savannah,31404,Chatham,Teens,Open Hand Atlanta,-81.06289,32.04985,bing,"2021 Rommel Ave,Savannah,GA,31404"
2,1/1/2018,Cooking Matters for Adults,AHEPA One Apts.,2025,Ludovie Lane,Decatur,30033,DeKalb,Adults,Open Hand Atlanta,-84.261877,33.843083,rooftop,"2025 Ludovie Lane,Decatur,GA,30033"
2,1/1/2018,Cooking Matters for Adults,Columbia Senior Residences at Edgewood,1281,Caroline Street NE,Atlanta,30307,Fulton,Adults,Open Hand Atlanta,-84.3454907,33.7573816,rooftop,"1281 Caroline Street NE,Atlanta,GA,30307"
2,1/1/2018,WIC Clinic,Hall County Health Department- WIC,1290,Athens Street,Gainesville,30507,Hall,Adults,Open Hand Atlanta,-83.8028072,34.2873956,rooftop,"1290 Athens Street,Gainesville,GA,30507"
2,1/1/2018,WIC Clinic,Rome WIC District 1-1,1309,Redmond Rd.,Rome,30165,Flyod,Adults,Open Hand Atlanta,-85.2034683,34.2828632,rooftop,"1309 Redmond Rd.,Rome,GA,30165"
2,1/1/2018,WIC Clinic,Oglethorpe County Health Department,305,Union Point Rd.,Lexington,30648,Oglethorpe,Adults,Open Hand Atlanta,-83.1195083,33.8703091,rooftop,"305 Union Point Rd.,Lexington,GA,30648"
2,1/1/2018,WIC Clinic,Lawrenceville Health Center- WIC,455,455 Grayson Hwy Suite 300,Lawrenceville,30046,Gwinnett,Adults,Open Hand Atlanta,-83.9816435,33.9395266,rooftop,"455 Grayson Hwy Suite 300,Lawrenceville,GA,30046"
2,1/1/2018,Cooking Matters for Adults,Columbia Senior Residences at High Point,220,Bowen Circle SW,Atlanta,30315,Fulton,Adults,Open Hand Atlanta,-84.395711,33.7149487,rooftop,"220 Bowen Circle SW,Atlanta,GA,30315"
2,1/1/2018,Cooking Matters for Teens,Osborne High School,2451,Favor Road SW,Marietta,30060,Cobb,Teens,Open Hand Atlanta,-84.5657108,33.8914744,rooftop,"2451 Favor Road SW,Marietta,GA,30060"
2,1/1/2018,Cooking Matters for Adults,Tretletree Village Apartments,956,Confederate Court SE,Atlanta,30312,Fulton,Adults,Open Hand Atlanta,-84.3621724,33.7282301,range_interpolated,"956 Confederate Court SE,Atlanta,GA,30312"
2,1/1/2018,"Cooking Matters for Adults, ACFB Partnership",Community Friendship,85,Renaissance Pkwy,Atlanta,30308,Fulton,Adults,Open Hand Atlanta,-84.3845982,33.768401,rooftop,"85 Renaissance Pkwy,Atlanta,GA,30308"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Woodward Elementary,3034,Curtis Drive,Atlanta,30319,DeKalb,"Adults, Teens, Kids",Open Hand Atlanta,-84.3371441,33.8413395,rooftop,"3034 Curtis Drive,Atlanta,GA,30319"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Baggett Elementary,2136,Old Norcross Rd.,Lawrenceville,30044,Gwinnett,"Adults, Teens, Kids",Open Hand Atlanta,-84.067507,33.950573,rooftop,"2136 Old Norcross Rd.,Lawrenceville,GA,30044"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Beaver Ridge Elementary,1978,Beaver Ruin. Rd.,Norcross,30071,Gwinnett,"Adults, Teens, Kids",Open Hand Atlanta,-84.1730622,33.9344276,rooftop,"1978 Beaver Ruin. Rd.,Norcross,GA,30071"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Esther Jackson Elementary,1400,Martin Rd.,Roswell,30076,Fulton,"Adults, Teens, Kids",Open Hand Atlanta,-84.3185341,34.0113129,rooftop,"1400 Martin Rd.,Roswell,GA,30076"
2,1/1/2018,Communities In Schools of Marietta/Cobb County,South Cobb High School,1920,Clay Rd. SW,Austell,30106,Cobb,Teens,Open Hand Atlanta,-84.6104675,33.833353,rooftop,"1920 Clay Rd. SW,Austell,GA,30106"
2,1/1/2018,"Section 8 Housing,  100% of residents fall within HUDs definition of low income, CFSP site",Asbury Harris Towers,3033,Continental Colony Parkway,Atlanta,30331,Fulton,"Adults, Families",Open Hand Atlanta,-84.4948495,33.6826952,rooftop,"3033 Continental Colony Parkway,Atlanta,GA,30331"
2,1/1/2018,"CFSP Site, Senior Living Community , Section 8 Housing",Calvin Courts,479,E. Paces Ferry Road N.E.,Atlanta,30305,Fulton,Adults,Open Hand Atlanta,-84.371904,33.8378786,rooftop,"479 E. Paces Ferry Road N.E.,Atlanta,GA,30305"
2,1/1/2018,NA,Blackshear- Columbia Residential,14,Meldon Avenue SW,Atlanta,30315,Fulton,"Adults, Families",Open Hand Atlanta,-84.3825475,33.7112521,rooftop,"14 Meldon Avenue SW,Atlanta,GA,30315"
2,1/1/2018,NA,Davis Direction Foundation,32,N Fairground Street NE,Marietta,30060,Cobb,NA,Open Hand Atlanta,-84.5353855,33.9514757,rooftop,"32 N Fairground Street NE,Marietta,GA,30060"
2,1/1/2018,NA,Hollis innovation academy,225,James P Brawley Dr NW,Atlanta,30314,Fulton,Kids,Open Hand Atlanta,-84.4123,33.7610162,rooftop,"225 James P Brawley Dr NW,Atlanta,GA,30314"
2,1/1/2018,NA,Williams Court Apartments,1900,Lincoln Street,Savannah,31401,Chatam,Adults,Open Hand Atlanta,-81.095749,32.0572684,rooftop,"1900 Lincoln Street,Savannah,GA,31401"
2,1/1/2018,NA,Sweetwater Mission: Food Pantry,6289,Veterans Memorial Hwy #12a,Austell,30168,Cobb,Adults,Open Hand Atlanta,-84.7378289,33.7556294,range_interpolated,"6289 Veterans Memorial Hwy #12a,Austell,GA,30168"
2,1/1/2018,Cooking Matters for Teens and Kids,"Because We Care Enterprise, After School Program",4893,Memorial Dr.,Stone Mountain,30083,DeKalb,Teens,Open Hand Atlanta,-84.2309458,33.7885037,rooftop,"4893 Memorial Dr.,Stone Mountain,GA,30083"
2,1/1/2018,"Cooking Matters for Teens, ACFB Partnership","COACHES-RYSE Program, Families First",80,Joseph E. Lowery Blvd. NW,Atlanta,30314,Fulton,Teens,Open Hand Atlanta,-84.4178949,33.7570374,rooftop,"80 Joseph E. Lowery Blvd. NW,Atlanta,GA,30314"
2,1/1/2018,NA,Your Time Fitness,745,N. Main St.,Clayton,30525,Rabun,Adults,Open Hand Atlanta,-83.396938,34.888237,rooftop,"745 N. Main St.,Clayton,GA,30525"
2,1/1/2018,NA,Hart County High School,59,5th St.,Hartwell,30643,Hart,Teens and Adults,Open Hand Atlanta,-82.9232041,34.3479391,rooftop,"5th St.,Hartwell,GA,30643"
2,1/1/2018,NA,Hart County Middle School,176,Powell Rd.,Hartwell,30643,Hart,Teens and Adults,Open Hand Atlanta,-82.9210177,34.3500701,rooftop,"176 Powell Rd.,Hartwell,GA,30643"
2,1/1/2018,NA,Hartwell Elementary School,147,College Ave.,Hartwell,30643,Hart,Kids and Adults,Open Hand Atlanta,-82.928048,34.3496599,rooftop,"147 College Ave.,Hartwell,GA,30643"
2,1/1/2018,NA,North Hart Elementary School,124,Ankerich Rd.,Bowersville,30516,Hart,Kids and Adults,Open Hand Atlanta,-83.0025157,34.3745757,rooftop,"124 Ankerich Rd.,Bowersville,GA,30516"
2,1/1/2018,NA,South Hart Elementary School,121,E&M Dairy Rd.,Hartwell,30643,Hart,Kids and Adults,Open Hand Atlanta,-82.950825,34.291825,bing,"121 E&M Dairy Rd.,Hartwell,GA,30643"
2,1/1/2018,NA,Oakcliff Elementary School,3150,Willow Oak Way,Atlanta,30340,DeKalb,Adults and  Kids,Open Hand Atlanta,-84.258393,33.9024927,rooftop,"3150 Willow Oak Way,Atlanta,GA,30340"
2,1/1/2018,NA,Phoenix High School,501,W. Pike St.,Lawrenceville,30046,Gwinnett,Adults and Teens,Open Hand Atlanta,-84.0047717,33.9634751,rooftop,"501 W. Pike St.,Lawrenceville,GA,30046"
2,1/1/2018,NA,Clinch County Senior Citizen Center,101,S. College St. #C,Homerville,31634,Clinch,Adults,Open Hand Atlanta,-82.750177,31.034281,rooftop,"101 S. College St. #C,Homerville,GA,31634"
2,1/1/2018,NA,Positive Direction,524,Oak Street,Dawson,39842,Terrell,"Adults, Teens, Kids",Open Hand Atlanta,-84.4419588,31.7665845,rooftop,"524 Oak Street,Dawson,GA,39842"
2,1/1/2018,NA,South Jackson Elementary,1630,New Kings Bridge Rd.,Athens,30607,Clarke,Adults and Kids,Open Hand Atlanta,-83.4761304,34.0694392,range_interpolated,"1630 New Kings Bridge Rd.,Athens,GA,30607"
2,1/1/2018,NA,Liberty Early Head Start,200,Brantley Drive,Hinesville,31313,Liberty,Adults,Open Hand Atlanta,-81.5987748,31.8230901,rooftop,"200 Brantley Drive,Hinesville,GA,31313"
2,1/1/2018,NA,J. L. Newbern Middle School,2015,E. Park Avenue,Valdosta,31602,Lowndes,Teens,Open Hand Atlanta,-83.2506916,30.8653597,rooftop,"2015 E. Park Avenue,Valdosta,GA,31602"
2,1/1/2018,NA,Pines Family Campus,305,Smith Street,Valdosta,31601,Lowndes,Adults,Open Hand Atlanta,-83.2709,30.811,rooftop,"305 Smith Street,Valdosta,GA,31601"
2,1/1/2018,NA,Maya's Residential Home,920,4th Street,Cairo,39828,Grady,Adults,Open Hand Atlanta,-84.2119787,30.8861464,range_interpolated,"4th Street,Cairo,GA,39828"
2,1/1/2018,NA,High Tower Manor - Atlanta Housing Authority,2610,Martin Luther King Jr. Dr SW,Atlanta,30311,Fulton,Adults,Open Hand Atlanta,-84.4728068,33.7516225,rooftop,"2610 Martin Luther King Jr. Dr SW,Atlanta,GA,30311"
2,1/1/2018,NA,Harvey's Supermarket,775,Hwy 12 W,Haira,31632,Lowndes,Adults,Open Hand Atlanta,-83.1787939,30.9921051,range_interpolated,"775 Hwy 12 W,Haira,GA,31632"
2,1/1/2018,NA,Winn-Dixie Supermarket,4036,Bemiss Rd.,Valdosta,31601,Lowndes,Adults,Open Hand Atlanta,-83.2617048,30.9102084,rooftop,"4036 Bemiss Rd.,Valdosta,GA,31601"
2,1/1/2018,NA,Winn-Dixie Supermarket,1105,Madison Highway,Valdosta,31601,Lowndes,Adults,Open Hand Atlanta,-83.2735216,30.8175126,rooftop,"1105 Madison Highway,Valdosta,GA,31601"
2,1/1/2018,NA,Hahira Head Start,403,Main St,Hahira,3162,Lowndes,Adults,Open Hand Atlanta,-83.3656484,30.9919295,rooftop,"403 Main St,Hahira,GA,3162"
2,1/1/2018,Cooking Matters for Teens,Park Place Outreach,514,East Henry Street,Savannah,31405,Chatham,Teens,Open Hand Atlanta,-81.0918386,32.0619037,rooftop,"514 East Henry Street,Savannah,GA,31405"
2,1/1/2018,Cooking Matters for Adults,Bulloch County Concerted Services Senior Center,515,Denmark St.,Statesboro,30458,Statesboro,Adults,Open Hand Atlanta,-81.7990415,32.4489779,rooftop,"515 Denmark St.,Statesboro,GA,30458"
2,1/1/2018,Cooking Matters for Adults,Norman Berry Village,2840,Norman Berry Dr.,East Point,303344,Fulton,Adults,Open Hand Atlanta,-84.4253993,33.6742673,NA,"2840 Norman Berry Dr.,East Point,GA,303344"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids",Decatur Cooperative Minitries,115,Church St.,Decatur,30030,DeKalb,"Adults, Teens, Kids",Open Hand Atlanta,-84.2946328,33.7711927,NA,"115 Church St.,Decatur,GA,30030"
2,1/1/2018,Cooking Matters for Adults,Ashford Parkside Apartments-Housing Authority of DeKalb County,3522,Blair Circle NE,Atlanta,30310,Fulton,Adults,Open Hand Atlanta,-84.3239595,33.894073,NA,"3522 Blair Circle NE,Atlanta,GA,30310"
2,1/1/2018,Cooking Matters for Adults,Ashford Landing Apartments- Housing Authority of DeKalb County,3521,Blair Circle NE,Atlanta,30310,Fulton,Adults,Open Hand Atlanta,-84.3232653,33.8941654,NA,"3521 Blair Circle NE,Atlanta,GA,30310"
2,1/1/2018,"Cooking Matters for Kids, Teens",Georgia Sherriff's Boy Ranch,5671,Boys Ranch Rd.,Hahira,31632,Lowndes,"Adults,Teens, Kids",Open Hand Atlanta,-83.2890261,31.0195565,NA,"5671 Boys Ranch Rd.,Hahira,GA,31632"
2,1/1/2018,"Cooking Matters for Kids, Teens, and Adults",Corners Outreach,2,"Sun Court, Suite 220",Peachtree Corners,30092,Gwinnett,"Adults, Teens, Kids",Open Hand Atlanta,-84.2269739,33.9682463,NA,"2 Sun Court, Suite 220,Peachtree Corners,GA,30092"
2,1/1/2018,"Cooking Matters for Kids, Teens, and Adults",Conyers Housing Authority,1214,Summer Circle,Conyers,30012,Rockdale,"Adults, Teens, Kids",Open Hand Atlanta,-84.0266766,33.6758618,NA,"1214 Summer Circle,Conyers,GA,30012"
2,1/1/2018,"Cooking Matters for Kids, Teens and Adults",East Lake Foundation,460,East Lake Blvd SE,Atlanta,30317,DeKalb,"Adults, Teens, Kids",Open Hand Atlanta,-84.313076,33.7407374,NA,"460 East Lake Blvd SE,Atlanta,GA,30317"
2,1/1/2018,Cooking Matters for Adults,East Lake YMCA- Active Senior Group,275,East LakeBlvd SE,Atlanta,30317,DeKalb,Adults,Open Hand Atlanta,-84.3148337,33.7460591,NA,"275 East LakeBlvd SE,Atlanta,GA,30317"
2,1/1/2018,"Cooking Matters for Teens, Kids",Summerhill Community Ministries,521,Kelly Street,Atlanta,30312,Fulton,Teens and Kids,Open Hand Atlanta,-84.3807762,33.7404407,NA,"521 Kelly Street,Atlanta,GA,30312"
2,1/1/2018,Cooking Matters for Adults,Walton Reserve Apartments,1500,Walton Reserve Blvd.,Austell,30168,Cobb,Adults,Open Hand Atlanta,-84.6013339,33.7812354,NA,"1500 Walton Reserve Blvd.,Austell,GA,30168"
2,1/1/2018,Cooking Matters for Adults,Walton Ridenour Apartments,1425,Ridenour Blvd.,Kennesaw,30152,Cobb,Adults,Open Hand Atlanta,-84.5914124,33.993928,NA,"1425 Ridenour Blvd.,Kennesaw,GA,30152"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids, and Cooking Matters at the Store",NE GA Food Bank,861,Newton Bridge Rd.,Athens,303607,Clarke,"Teens, Kids, and Adults",Open Hand Atlanta,-83.4019521,34.0024593,NA,"861 Newton Bridge Rd.,Athens,GA,303607"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids,","Yells, Inc.: Community Action Café",779,Franklin Gateway SE,Marietta,30067,Cobb,"Teens, Kids, and Adults",Open Hand Atlanta,-84.5008952,33.9337264,NA,"779 Franklin Gateway SE,Marietta,GA,30067"
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids,",Corners Outreach- Dunwoody,6890,Peachtree Industrial Blvd.,Dunwoody,30360,DeKalb,"Teens, Kids, and Adults",Open Hand Atlanta,-84.2664389,33.9308867,NA,"6890 Peachtree Industrial Blvd.,Dunwoody,GA,30360"
2,1/1/2018,Cooking Matters for Kids,Lockheed Elementary School,1205,Merritt Rd.,Marietta,30062,Cobb,Kids,Open Hand Atlanta,-84.5175649,33.9720127,NA,"1205 Merritt Rd.,Marietta,GA,30062"
2,1/1/2018,"Cooking Matters for Teens, Kids",Strong4Life- Camp Twin Lakes,210,"S. Broad Street, Unit 5",Winder,30680,Clarke,Teens and Kids,Open Hand Atlanta,-83.7336346,33.9848343,NA,"210 S. Broad Street, Unit 5,Winder,GA,30680"
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens","The Place of Forsyth County, Inc.",2550,The Place Circle,Cumming,30040,Forsyth,NA,Open Hand Atlanta,-84.102597,34.231872,NA,"2550 The Place Circle,Cumming,GA,30040"
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens","The Family Health Center of Georgia, Inc.",868,"York Avenue, SW",Atlanta,30310,Fulton,NA,Open Hand Atlanta,-84.416374,33.736796,NA,"868 York Avenue, SW,Atlanta,GA,30310"
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens",Audubon Creek,1111,Amber Drive,Norcross,30071,Gwinnett,NA,Open Hand Atlanta,-84.1886202,33.936282,NA,"1111 Amber Drive,Norcross,GA,30071"
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens",Girls Inc. of Greater Atlanta,461,Manget St.,Marietta,30060,Cobb,NA,Open Hand Atlanta,-84.539133,33.9410934,NA,"461 Manget St.,Marietta,GA,30060"
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRx Site 1-Big Bethel AME Church,220,Auburn Ave. NE,Atlanta,30303,Fulton,NA,Open Hand Atlanta,-84.3805299,33.7558334,NA,"220 Auburn Ave. NE,Atlanta,GA,30303"
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRx Site 2-Atlanta Community Food Bank,732,Joseph E. Lowery Blvd. NW,Atlanta,30318,Fulton,NA,Open Hand Atlanta,-84.4186617,33.7743982,NA,"732 Joseph E. Lowery Blvd. NW,Atlanta,GA,30318"
2,1/1/2018,Cooking Matters for Adults (FVRx),FVRX Site 3-Action Ministries,458,Ponce de Leon Ave.,Atlanta,30308,Fulton,NA,Open Hand Atlanta,-84.3719889,33.7738913,NA,"458 Ponce de Leon Ave.,Atlanta,GA,30308"
2,3/23/2018,Cooking Matters for Adults,Cobb Senior Services- North Cobb Neighborhood Senior Center,4100,South Main St.,Acworth,30101,Cobb,Adults,Open Hand Atlanta,-84.6788379,34.0666666,NA,"4100 South Main St.,Acworth,GA,30101"
2,3/23/2018,"Cooking Matters for Adults, Teens and Kids",Wylde Center,1503,Hardee Street,Atlanta,30307,Fulton,"Teens, Kids, and Adults",Open Hand Atlanta,-84.3383425,33.7552579,NA,"1503 Hardee Street,Atlanta,GA,30307"
2,3/23/2018,Cooking Matters for Adults (55+),Savannah Gardens Senior Residences,501,Pennsylvania Ave.,Savannah,31404,Chatham,Adults,Open Hand Atlanta,-81.0599608,32.0623988,NA,"501 Pennsylvania Ave.,Savannah,GA,31404"
2,3/23/2018,Cooking Maters for Teens and Kids,Safe Harbor Children's Center,1526,Norwich Street,Brunswick,31520,Glynn,Kids and Teens,Open Hand Atlanta,-81.4914594,31.1508985,NA,"1526 Norwich Street,Brunswick,GA,31520"
2,4/3/2018,"Cooking Matters for Adults, Teens, and Kids",LaGrange Housing Authority,201,Chatham St.,LaGrange,30240,Troup,Kids and Teens,Open Hand Atlanta,-85.0301608,33.0229956,NA,"201 Chatham St.,LaGrange,GA,30240"
2,4/3/2018,Cooking Matters for Kids,Gould Elementary,4910,Pineland Drive,Savannah,31405,Chatham,Kids,Open Hand Atlanta,-81.186509,32.049013,NA,"4910 Pineland Drive,Savannah,GA,31405"
2,4/16/2018,Cooking Matters for Kids and Teens (Under 18),"Little Ones Learning Academy, After School Program",993,Forest Ave.,Forest Park,30297,Clayton,Ages 6-7,Open Hand Atlanta,-84.3576143,33.6232984,NA,"993 Forest Ave.,Forest Park,GA,30297"
2,4/16/2018,Cooking Matters for Adults (FVRx),Grady- GSU Urban Life Building,140,Decatur St SE,Atlanta,30303,Fulton,Adults,Open Hand Atlanta,-84.3856621,33.7521941,NA,"140 Decatur St SE,Atlanta,GA,30303"
2,4/17/2018,Cooking Matters for Adults,National Church Residences- Big Bethel Villages,500,Richard Allen Blvd.,Atlanta,30331,Fulton,Adults,Open Hand Atlanta,-84.5122807,33.739839,NA,"500 Richard Allen Blvd.,Atlanta,GA,30331"
2,4/17/2018,"Cooking Matters for Adults, Teens, and Kids","The Study Hall, Inc.",1010,Crew Street,Atlanta,30315,Fulton,Adults,Open Hand Atlanta,-84.389098,33.727716,NA,"1010 Crew Street,Atlanta,GA,30315"
2,4/17/2018,"Cooking Matters for Adults, Teens, and Kids",Hands of Hope Clinic,1010,Hospital Drive Bldg. B,Stockbridge,30281,Henry,"Adults, Kids and Teens",Open Hand Atlanta,-84.2258271,33.5094884,NA,"1010 Hospital Drive Bldg. B,Stockbridge,GA,30281"
2,4/17/2018,Cooking Matters for Teens and Kids,CPACS,120,Northwood Drive,Sandy Spring,30342,Fulton,Teens and Kids,Open Hand Atlanta,-84.382747,33.911571,NA,"120 Northwood Drive,Sandy Spring,GA,30342"
2,4/17/2018,Cooking Matters for Kids,High Hope Child Development Center,2732,S. Central Avenue,Tifton,31794,Tift,Kids,Open Hand Atlanta,-83.5174952,31.436855,NA,"2732 S. Central Avenue,Tifton,GA,31794"
2,4/17/2018,"Cooking Matters for Adults, Teens, and Kids",Southside Recreation Center,604,S. Oak Street,Valdosta,31601,Lowndes,"Adults, Kids and Teens",Open Hand Atlanta,-83.2808,30.8245,NA,"604 S. Oak Street,Valdosta,GA,31601"
2,4/17/2018,"Cooking Matters for Teens, Kids, and Adults",David S. Waller Unit- Boys and Girls Club,215,W. North Street,Valdosta,31602,Lowndes,"Adults, Kids and Teens",Open Hand Atlanta,-83.2840379,30.8360609,NA,"215 W. North Street,Valdosta,GA,31602"
2,4/17/2018,"Cooking Matters for Teens, Kids, and Adults",Don Reames Boys and Girls Club,614,N. Toombs Street,Valdosta,31602,Lowndes,"Adults, Kids and Teens",Open Hand Atlanta,-83.2838378,30.8366885,NA,"614 N. Toombs Street,Valdosta,GA,31602"
2,4/17/2018,"Cooking Matters for Teens, Kids, and Adults",Lake Laurie Boys and Girls Club,3628,Lake Laurie Drive,Valdosta,31605,Lowndes,"Adults, Kids and Teens",Open Hand Atlanta,-83.2823081,30.8973222,NA,"3628 Lake Laurie Drive,Valdosta,GA,31605"
2,4/17/2018,Cooking Matters for Teens and Adults,Worth County Middle School,1305,North Isabella Street,Sylvester,31791,Worth,"Adults, Teens",Open Hand Atlanta,-83.8349557,31.5479277,NA,"1305 North Isabella Street,Sylvester,GA,31791"
2,4/17/2018,Cooking Matters for Kids and Adults,"South Tifton Learning Center, Inc.",2304,Dorminey St,Tifton,31794,Tift,"Kids, Adults",Open Hand Atlanta,-83.5227832,31.4398974,NA,"2304 Dorminey St,Tifton,GA,31794"
2,5/7/2018,"Cooking Matters for Adults, Kids, and Teens","Urban Health and Wellness at Stewart Methodist Episcopal Church
",867,Metropolitan Pkwy. SW,Atlanta,30310,Fulton,"Kids, Adults, and Teens",Open Hand Atlanta,-84.4083616,33.7313333,NA,"867 Metropolitan Pkwy. SW,Atlanta,GA,30310"
2,5/7/2018,"Cooking Matters for Adults, Kids, and Teens",Favor House,1926,John Calvin Ave.,College Park,30337,Fulton,"Kids, Adults and Teens",Open Hand Atlanta,-84.4521964,33.6579147,NA,"1926 John Calvin Ave.,College Park,GA,30337"
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program- Kirkwood Center,23,Warren St. SE,Atlanta,30317,DeKalb,Teens and Adults,Open Hand Atlanta,-84.3268678,33.7528969,NA,"23 Warren St. SE,Atlanta,GA,30317"
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program- North DeKalb Center,3807,Clairmont Rd.,Chamblee,30341,DeKalb,Teens and Adults,Open Hand Atlanta,-84.3081275,33.8717469,NA,"3807 Clairmont Rd.,Chamblee,GA,30341"
2,5/7/2018,Cooking Matters for Teens and Adults,DeKalb CSB Program-Winn Way,455,Winn Way,Decatur,30030,DeKalb,Teens and Adults,Open Hand Atlanta,-84.2783679,33.7879472,NA,"455 Winn Way,Decatur,GA,30030"
3,1/1/2018,Child Care,Hart County Head Start Center/EHS/Pre-K,    500,    North Richardson Street  P O Box 956    ,Hartwell,30643,Hart,5 yrs >,HealthMPowers,-82.926829,34.3597798,range_interpolated,"    500     North Richardson Street  P O Box 956    ,Hartwell,GA,30643"
3,1/1/2018,Elem,Oliver,1725,Cheryl Leigh Dr,Riverdale,30296,Clayton,K-5,HealthMPowers,-84.4465017,33.5777817,rooftop,"1725 Cheryl Leigh Dr,Riverdale,GA,30296"
3,1/1/2018,Child Care,Early Edu-Care & Development Center,1127,Cimarron Court,Clarkston,30021,Dekalb,5 yrs >,HealthMPowers,-84.2186826,33.811948,rooftop,"1127 Cimarron Court,Clarkston,GA,30021"
3,1/1/2018,Middle School,King Middle School,545,Hill St SE,Atlanta,30312,APS,8-Jun,HealthMPowers,-84.3790476,33.7389006,rooftop,"545 Hill St SE,Atlanta,GA,30312"
3,1/1/2018,Child Care,Pure Love Learning Center,6120,Hwy 85,Riverdale,30274,Clayton,5 yrs >,HealthMPowers,-84.4089286,33.5878558,rooftop,"6120 Hwy 85,Riverdale,GA,30274"
3,1/1/2018,Child Care,Samantha Rawlings,9465,Knollcrest Blvd,Alpharetta,30022,Fulton,5 yrs >,HealthMPowers,-84.208495,34.010831,rooftop,"9465 Knollcrest Blvd,Alpharetta,GA,30022"
3,1/1/2018,High School,Bainbridge HS,1,Bearcat Blvd,Bainbridge,39819,Decatur,12-Sep,HealthMPowers,-84.4810867,30.8859474,rooftop,"1 Bearcat Blvd,Bainbridge,GA,39819"
3,1/1/2018,Elem,Pointe South,8482,Thomas Rd,Riverdale,30274,Clayton,K-5,HealthMPowers,-84.411262,33.523462,rooftop,"8482 Thomas Rd,Riverdale,GA,30274"
3,1/1/2018,after school,Mimms Club,1082,Univeter Road,Canton,30115,Cherokee,18-May,HealthMPowers,-84.4943127,34.1931246,rooftop,"1082 Univeter Road,Canton,GA,30115"
