Agency_name,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,FullAdd,type,loctype,address_1,CD114FP,lon,lat
Open Hand Atlanta,ACFB Food Pantry Partner- Adults,Covington UMC Food Pantry,1113,Conyers St SW,Covington,30014,Newton,Adults,"1113 Conyers St SW, Covington, GA 30014",street_address,rooftop,"1113 conyers st sw, covington, ga 30014, usa",4,-83.8598787,33.5940379
HealthMPowers,Child Care,Gilmer County Head Start,305,Calvin Jackson Dr.,Ellijay,30540,Gilmer,5 yrs >,"305 Calvin Jackson Dr., Ellijay, GA 30540",street_address,rooftop,"305 calvin jackson dr, ellijay, ga 30540, usa",9,-84.5039411,34.6845489
UGA,NA,Gilmer County Health Department WIC,28,Southside Church st.,Elijay,30540,Gilmer,NA,"28 Southside Church st., Elijay, GA 30540",street_address,rooftop,"28 southside church st, ellijay, ga 30540, usa",9,-84.4934397,34.6801189
UGA,NA,Gilmer County Health Department WIC,28,Southside Church st.,Elijay,30540,Gilmer,NA,"28 Southside Church st., Elijay, GA 30540",street_address,rooftop,"28 southside church st, ellijay, ga 30540, usa",9,-84.4934397,34.6801189
UGA,NA,Gilmer Extension Office,1123,Progress Road,Ellijay,30540,Gilmer,NA,"1123 Progress Road, Ellijay, GA 30540",street_address,rooftop,"1123 progress rd, ellijay, ga 30540, usa",9,-84.4898445,34.676409
UGA,NA,Gilmer Extension Office,1123,Progress Rd.,Ellijay,30540,Gilmer,NA,"1123 Progress Rd., Ellijay, GA 30540",street_address,rooftop,"1123 progress rd, ellijay, ga 30540, usa",9,-84.4898445,34.676409
UGA,"Food Talk, Food Talk: Better U",Gilmer County Extension Office,1123,Progress Rd.,Eljay,30540,Gilmer,Adults 18+,"1123 Progress Rd., Eljay, GA 30540",street_address,rooftop,"1123 progress rd, ellijay, ga 30540, usa",9,-84.4898445,34.676409
UGA,NA,Highland Rivers,1179,Progress Road,Ellijay,30540,Gilmer,NA,"1179 Progress Road, Ellijay, GA 30540",street_address,range_interpolated,"1179 progress rd, ellijay, ga 30540, usa",9,-84.489474,34.676435
UGA,NA,Brooks Hill,185,Penland St.,Ellijay,30540,Fulton,NA,"185 Penland St., Ellijay, GA 30540",street_address,rooftop,"185 penland st, ellijay, ga 30540, usa",9,-84.4863215,34.7052953
UGA,NA,Brooks Hill,185,Penland St.,Ellijay,30540,Gilmer,NA,"185 Penland St., Ellijay, GA 30540",street_address,rooftop,"185 penland st, ellijay, ga 30540, usa",9,-84.4863215,34.7052953
UGA,"Food Talk, Food Talk: Better U",Brooks Hill,185,Penland St.,Ellijay,30540,Gilmer,Adults 18+,"185 Penland St., Ellijay, GA 30540",street_address,rooftop,"185 penland st, ellijay, ga 30540, usa",9,-84.4863215,34.7052953
UGA,NA,Ellijay Farmers Market,1,Broad Street,Ellijay,30540,Gilmer,NA,"1 Broad Street, Ellijay, GA 30540",premise,rooftop,"1 broad st, ellijay, ga 30540, usa",9,-84.4833392,34.6951272
UGA,NA,Ellijay Church of Christ,351,N. Main Street,Ellijay,30540,Gilmer,NA,"351 N. Main Street, Ellijay, GA 30540",premise,rooftop,"351 n main st, ellijay, ga 30540, usa",9,-84.4802592,34.6990167
UGA,NA,Elijay Primary School,196,McCutchen,Elijay,30540,Gilmer,NA,"196 McCutchen, Elijay, GA 30540",street_address,range_interpolated,"196 mccutchen st, ellijay, ga 30540, usa",9,-84.4753232,34.6969351
UGA,NA,Elijay Primary School,196,McCutchen,Elijay,30540,Gilmer,NA,"196 McCutchen, Elijay, GA 30540",street_address,range_interpolated,"196 mccutchen st, ellijay, ga 30540, usa",9,-84.4753232,34.6969351
UGA,NA,Pickens Senior Center,400,Stegall Drive,Jasper,30143,Pickens,NA,"400 Stegall Drive, Jasper, GA 30143",premise,rooftop,"400 stegall dr, jasper, ga 30143, usa",9,-84.4369228,34.4677228
UGA,NA,Pickens Senior Center,400,Stegall Drive,Jasper,30143,Pickens,NA,"400 Stegall Drive, Jasper, GA 30143",premise,rooftop,"400 stegall dr, jasper, ga 30143, usa",9,-84.4369228,34.4677228
UGA,NA,Good Samaritan Health and Wellness,175,Good Samaritan Drive,Jasper,30513,Pikens,NA,"175 Good Samaritan Drive, Jasper, GA 30513",establishment,rooftop,"175 samaritan dr, jasper, ga 30143, usa",9,-84.4126256,34.4551994
UGA,NA,Good Samaritan Health and Wellness,175,Good Samaritan Drive,Jasper,30513,Pikens,NA,"175 Good Samaritan Drive, Jasper, GA 30513",establishment,rooftop,"175 samaritan dr, jasper, ga 30143, usa",9,-84.4126256,34.4551994
UGA,NA,Pikens County WIC,60,Health Way,Jasper,30143,Pikens,NA,"60 Health Way, Jasper, GA 30143",premise,rooftop,"60 health way, jasper, ga 30143, usa",9,-84.4119144,34.4555497
UGA,NA,Pikens County WIC,60,Health Way,Jasper,30143,Pikens,NA,"60 Health Way, Jasper, GA 30143",premise,rooftop,"60 health way, jasper, ga 30143, usa",9,-84.4119144,34.4555497
UGA,NA,Appalachian Accountability Court,18090,HWY 515,Cherry Log,30513,Gilmer,NA,"18090 HWY 515, Cherry Log, GA 30513",street_address,range_interpolated,"18090 ga-515, ellijay, ga 30536, usa",9,-84.3960285,34.7732353
UGA,NA,Appalachian Accountability Court,18090,Highway 515,Cherry Log,30513,Gilmer,NA,"18090 Highway 515, Cherry Log, GA 30513",street_address,range_interpolated,"18090 ga-515, ellijay, ga 30536, usa",9,-84.3960285,34.7732353
UGA,NA,Appalachian Accountability Court,18090,HWY 515,Cherry Log,30513,Gilmer,NA,"18090 HWY 515, Cherry Log, GA 30513",street_address,range_interpolated,"18090 ga-515, ellijay, ga 30536, usa",9,-84.3960285,34.7732353
HealthMPowers,NA,Pickens Head Start Center/Pre-K,PO Box 469,529 North Head Start Road,Tate,30177,Pickens,NA,"PO Box 469 529 North Head Start Road, Tate, GA 30177",street_address,rooftop,"529 headstart rd, tate, ga 30177, usa",9,-84.3763139,34.40779
HealthMPowers,Child Care,Pickens County Head Start Center/Pre-K,        529,North Head Start Road P O Box 469    ,Tate,30177,Pickens,5 yrs >,"        529 North Head Start Road P O Box 469    , Tate, GA 30177",street_address,rooftop,"529 headstart rd, tate, ga 30177, usa",9,-84.3763139,34.40779
UGA,NA,Georgia Mountains Health Services,165,Blue Ridge Overlook,Blue Ridge,30513,Fannin,NA,"165 Blue Ridge Overlook, Blue Ridge, GA 30513",premise,rooftop,"georgia mountains health, 165 blue ridge overlook, blue ridge, ga 30513, usa",9,-84.3263862,34.8756919
UGA,Outreach Event,Georgia Mountains Health Services,165,Blue Ridge Overlook,Blue Ridge,30513,Fannin,Adults 18+,"165 Blue Ridge Overlook, Blue Ridge, GA 30513",premise,rooftop,"georgia mountains health, 165 blue ridge overlook, blue ridge, ga 30513, usa",9,-84.3263862,34.8756919
UGA,NA,Fannin Food Pantry,101,Industrial Park Rd.,Blue Ridge,30513,Fannin,NA,"101 Industrial Park Rd., Blue Ridge, GA 30513",establishment,rooftop,"101 industrial park rd, blue ridge, ga 30513, usa",9,-84.3113481,34.8843384
UGA,Food Talk and FT Better U,Fannin Food Pantry,101,Industrial Park Rd.,Blue Ridge,30513,Fannin,Adults 18+,"101 Industrial Park Rd., Blue Ridge, GA 30513",establishment,rooftop,"101 industrial park rd, blue ridge, ga 30513, usa",9,-84.3113481,34.8843384
HealthMPowers,Child Care,Fannin Head Start,8731,Lakewood Hwy,Mineral Bluff,30559,Fannin,5 yrs >,"8731 Lakewood Hwy, Mineral Bluff, GA 30559",street_address,range_interpolated,"8731 lakewood hwy, mineral bluff, ga 30559, usa",9,-84.2749602,34.9135945
HealthMPowers,Child Care,Dawson County Head Start Pre/K,407,Allen,Dawsonville,30534,Dawson,5 yrs >,"407 Allen, Dawsonville, GA 30534",street_address,range_interpolated,"407 allen st, dawsonville, ga 30534, usa",9,-84.1055921,34.4192148
HealthMPowers,NA,Lumpkin County Head Start / Pre K,126,126 Mechanicsville Rd.,Dahlonega,30533,Lumpkin,NA,"126 126 Mechanicsville Rd., Dahlonega, GA 30533",street_address,range_interpolated,"126 mechanicsville rd, dahlonega, ga 30533, usa",9,-83.9768904,34.5300079
HealthMPowers,Child Care,Lumpkin County Head Start / Pre K,126,Mechanicsville Rd.,Dahlonega,30533,Lumpkin,5 yrs >,"126 Mechanicsville Rd., Dahlonega, GA 30533",street_address,range_interpolated,"126 mechanicsville rd, dahlonega, ga 30533, usa",9,-83.9768904,34.5300079
HealthMPowers,Child Care,Union County Pre-School,226,School Street,Blairsville,30512,Union,5 yrs >,"226 School Street, Blairsville, GA 30512",street_address,range_interpolated,"226 school st, blairsville, ga 30512, usa",9,-83.9547789,34.875161
Open Hand Atlanta,NA,Hall County Health Department- WIC,1290,Athens Street,Gainesville,30507,Hall,NA,"1290 Athens Street, Gainesville, GA 30507",street_address,rooftop,"1290 athens st, gainesville, ga 30507, usa",9,-83.8028072,34.2873956
Open Hand Atlanta,WIC Clinic,Hall County Health Department- WIC,1290,Athens Street,Gainesville,30507,Hall,Adults,"1290 Athens Street, Gainesville, GA 30507",street_address,rooftop,"1290 athens st, gainesville, ga 30507, usa",9,-83.8028072,34.2873956
HealthMPowers,Child Care,EE Butler Head Start,1300,Athens Street,Gainsville,30507,Hall,5 yrs >,"1300 Athens Street, Gainsville, GA 30507",street_address,rooftop,"1300 athens st, gainesville, ga 30507, usa",9,-83.8014201,34.2874137
HealthMPowers,NA,White County Head Start Center,676,676 Claude Sims Road,Cleveland,30528,White,NA,"676 676 Claude Sims Road, Cleveland, GA 30528",establishment,rooftop,"676 claude sims rd, cleveland, ga 30528, usa",9,-83.7879769,34.6051987
HealthMPowers,Child Care,White County Head Start Center,676,Claude Sims Road,Cleveland,30528,White,5 yrs >,"676 Claude Sims Road, Cleveland, GA 30528",establishment,rooftop,"676 claude sims rd, cleveland, ga 30528, usa",9,-83.7879769,34.6051987
HealthMPowers,Elem,Sugar Hill ES,3259,Athens Hwy,Gainesville,30507,Hall,k-5,"3259 Athens Hwy, Gainesville, GA 30507",street_address,rooftop,"3259 athens hwy, gainesville, ga 30507, usa",9,-83.744647,34.232399
HealthMPowers,NA,Sugar Hill ES,3259,Athens Hwy,Gainsville,30507,Hall,NA,"3259 Athens Hwy, Gainsville, GA 30507",street_address,rooftop,"3259 athens hwy, gainesville, ga 30507, usa",9,-83.744647,34.232399
HealthMPowers,Child Care,Towns County Head Start,1150,Konaheth Road,Hiawassee,30546,Towns,5 yrs >,"1150 Konaheth Road, Hiawassee, GA 30546",street_address,rooftop,"1150 konahetah rd, hiawassee, ga 30546, usa",9,-83.7314826,34.9311107
HealthMPowers,NA,Towns County Headstart,1150,1150 Konaheth Road,Hiawassee,30546,Towns,NA,"1150 1150 Konaheth Road, Hiawassee, GA 30546",street_address,rooftop,"1150 konahetah rd, hiawassee, ga 30546, usa",9,-83.7314826,34.9311107
HealthMPowers,Child Care,Habersham Head Start Center/Pre-K,291,Light Street,Baldwin,30511,Habersham,5 yrs >,"291 Light Street, Baldwin, GA 30511",premise,rooftop,"291 light rd, baldwin, ga 30511, usa",9,-83.5334318,34.4983849
HealthMPowers,NA,Habersham Head Start Center/Pre-K,291,Light Street,Baldwin,30511,Habersham,NA,"291 Light Street, Baldwin, GA 30511",premise,rooftop,"291 light rd, baldwin, ga 30511, usa",9,-83.5334318,34.4983849
Open Hand Atlanta,NA,Prevent Child Abuse Habersham,122,Laurel Drive,Clarkesville,30523,Habersham,NA,"122 Laurel Drive, Clarkesville, GA 30523",premise,rooftop,"122 laurel dr, clarkesville, ga 30523, usa",9,-83.5212388,34.6096459
Open Hand Atlanta,NA,Prevent Child Abuse Habersham,122,Laurel Drive,Clarkesville,30523,Habersham,Families,"122 Laurel Drive, Clarkesville, GA 30523",premise,rooftop,"122 laurel dr, clarkesville, ga 30523, usa",9,-83.5212388,34.6096459
HealthMPowers,Child Care,Banks County Head Start/Pre-K,335,Evans Street,Homer,30547,Banks,5 yrs >,"335 Evans Street, Homer, GA 30547",street_address,rooftop,"335 evans st, homer, ga 30547, usa",9,-83.4979654,34.323977
Open Hand Atlanta,NA,South Jackson Elementary,1630,New Kings Bridge Rd.,Athens,30607,Clarke,NA,"1630 New Kings Bridge Rd., Athens, GA 30607",street_address,range_interpolated,"1630 new kings bridge rd, athens, ga 30607, usa",9,-83.4761304,34.0694392
Open Hand Atlanta,NA,South Jackson Elementary,1630,New Kings Bridge Rd.,Athens,30607,Clarke,Adults and Kids,"1630 New Kings Bridge Rd., Athens, GA 30607",street_address,range_interpolated,"1630 new kings bridge rd, athens, ga 30607, usa",9,-83.4761304,34.0694392
Open Hand Atlanta,NA,Rabun County Senior Center,2832,Old 441 S,Tiger,30578,Rabun,NA,"2832 Old 441 S, Tiger, GA 30578",street_address,range_interpolated,"2832 old 441 s, tiger, ga 30576, usa",9,-83.4280288,34.8581045
Open Hand Atlanta,NA,Rabun County Senior Center,2832,Old 441 S,Tiger,30578,Rabun,Adults,"2832 Old 441 S, Tiger, GA 30578",street_address,range_interpolated,"2832 old 441 s, tiger, ga 30576, usa",9,-83.4280288,34.8581045
Open Hand Atlanta,NA,Rabun County High School,230,Wildcat Hill,Tiger,30576,Rabun,NA,"230 Wildcat Hill, Tiger, GA 30576",street_address,rooftop,"230 wildcat hill dr, clayton, ga 30525, usa",9,-83.421982,34.8271301
Open Hand Atlanta,NA,Rabun County High School,230,Wildcat Hill,Tiger,30576,Rabun,teens,"230 Wildcat Hill, Tiger, GA 30576",street_address,rooftop,"230 wildcat hill dr, clayton, ga 30525, usa",9,-83.421982,34.8271301
Open Hand Atlanta,NA,Rabun County Middle School,95,Wildcat Pride Way,Tiger,30576,Rabun,teens,"95 Wildcat Pride Way, Tiger, GA 30576",establishment,bing,"wildcat hill dr, tiger, ga 30576, usa",9,-83.421478,34.826389
Open Hand Atlanta,NA,Rabun County Middle School,95,Wildcat Pride Way,Tiger,30576,Rabun,NA,"95 Wildcat Pride Way, Tiger, GA 30576",establishment,bing,"wildcat hill dr, tiger, ga 30576, usa",9,-83.421478,34.826389
Open Hand Atlanta,NA,Brooks Lane,1203,Old 441 S,Clayton,30525,Rabun,NA,"1203 Old 441 S, Clayton, GA 30525",street_address,range_interpolated,"1203 old 441 s, clayton, ga 30525, usa",9,-83.4182185,34.8634944
Open Hand Atlanta,NA,Brooks Lane,1203,Old 441 S,Clayton,30525,Clayton,Adults,"1203 Old 441 S, Clayton, GA 30525",street_address,range_interpolated,"1203 old 441 s, clayton, ga 30525, usa",9,-83.4182185,34.8634944
Open Hand Atlanta,NA,Rabun County Primary School,801,East Boggs Mountain Road,Tiger,30576,Rabun,NA,"801 East Boggs Mountain Road, Tiger, GA 30576",establishment,bing,"801, e boggs mountain rd, tiger, ga 30576, united states",9,-83.411176,34.82339
Open Hand Atlanta,NA,Rabun County Primary School,801,East Boggs Mountain Road,Tiger,30576,Rabun,kids,"801 East Boggs Mountain Road, Tiger, GA 30576",establishment,bing,"801, e boggs mountain rd, tiger, ga 30576, united states",9,-83.411176,34.82339
Open Hand Atlanta,NA,Rabun County Elementary School - Afterschool Program,1115,1115 Boggs Mountain Rd,Tiger,30576,Rabun,NA,"1115 1115 Boggs Mountain Rd, Tiger, GA 30576",establishment,rooftop,"1115 boggs mountain rd, tiger, ga 30576, usa",9,-83.4069156,34.8256763
Open Hand Atlanta,NA,Rabun County Elementary School - Afterschool Program,1115,1115 Boggs Mountain Rd,Tiger,30576,Rabun,Kids,"1115 1115 Boggs Mountain Rd, Tiger, GA 30576",establishment,rooftop,"1115 boggs mountain rd, tiger, ga 30576, usa",9,-83.4069156,34.8256763
HealthMPowers,NA,Rabun Head Start Center,1236,Old Hwy 411,Clayton,30525,Rabun,NA,"1236 Old Hwy 411, Clayton, GA 30525",NA,bing,NA,9,-83.406584,34.859908
HealthMPowers,Child Care,Rabun Head Start Center,1236,Old Hwy 411,Clayton,30525,Rabun,5 yrs >,"1236 Old Hwy 411, Clayton, GA 30525",NA,bing,NA,9,-83.406584,34.859908
UGA,NA,"Food Bank of Northeast Georgia, INC",861,Newton Bridge Road,Athens,30607,Clarke,NA,"861 Newton Bridge Road, Athens, GA 30607",street_address,rooftop,"861 newton bridge rd, athens, ga 30607, usa",9,-83.4019521,34.0024593
Open Hand Atlanta,NA,Rabun County Food Hub,46,Plaza  Way,Clayton,30525,Rabun,NA,"46 Plaza  Way, Clayton, GA 30525",street_address,range_interpolated,"46 plaza way, clayton, ga 30525, usa",9,-83.3987246,34.8763774
Open Hand Atlanta,NA,Rabun County Food Hub,46,Plaza  Way,Clayton,30525,Rabun,Adults 18+,"46 Plaza  Way, Clayton, GA 30525",street_address,range_interpolated,"46 plaza way, clayton, ga 30525, usa",9,-83.3987246,34.8763774
Open Hand Atlanta,NA,Your Time Fitness,745,N. Main St.,Clayton,30525,Rabun,Adults,"745 N. Main St., Clayton, GA 30525",street_address,rooftop,"745 n main st, clayton, ga 30525, usa",9,-83.396938,34.888237
Open Hand Atlanta,NA,Your Time Fitness,745,N. Main St.,Clayton,30525,Rabun,NA,"745 N. Main St., Clayton, GA 30525",street_address,rooftop,"745 n main st, clayton, ga 30525, usa",9,-83.396938,34.888237
UGA,"Food Talk, Food Talk:Better U",Greater Bethel Episcopal Church,250,Rose St.,Athens,30601,Clarke,Adults 18+,"250 Rose St., Athens, GA 30601",street_address,range_interpolated,"250 rose hill dr, athens, ga 30601, usa",9,-83.3650528,34.0458234
HealthMPowers,NA,Fowler Drive ES,400,Fowler Dr.,Athens,30601,Clarke,NA,"400 Fowler Dr., Athens, GA 30601",street_address,rooftop,"400 fowler dr, athens, ga 30601, usa",9,-83.3620059,33.9895771
UGA,NA,Rhema,1850,"Danielsville Road, Athens, GA 30601",Athens,30601,Clarke,NA,"1850 Danielsville Road, Athens, GA 30601, Athens, GA 30601",street_address,rooftop,"1850 danielsville rd, athens, ga 30601, usa",9,-83.352669,33.999623
UGA,"Food Talk, Food Talk:Better U",RHEMA,1850,Danielsville Rd.,Athens,30601,Clarke,Adults 18+,"1850 Danielsville Rd., Athens, GA 30601",street_address,rooftop,"1850 danielsville rd, athens, ga 30601, usa",9,-83.352669,33.999623
UGA,NA,Clarke County School District,2300,Danielsville Road,Athens,30601,Clarke,NA,"2300 Danielsville Road, Athens, GA 30601",street_address,rooftop,"2300 danielsville rd, athens, ga 30601, usa",9,-83.344998,34.009669
HealthMPowers,NA,Judia Jackson Harris ES,2300,Danielsville Road,Athens,30601,Clarke,NA,"2300 Danielsville Road, Athens, GA 30601",street_address,rooftop,"2300 danielsville rd, athens, ga 30601, usa",9,-83.344998,34.009669
HealthMPowers,Child Care,Stephens County Head Start,176,South Broad Street,Toccoa,30577,Stephens,5 yrs >,"176 South Broad Street, Toccoa, GA 30577",street_address,range_interpolated,"176 s broad st, toccoa, ga 30577, usa",9,-83.3330871,34.5776785
HealthMPowers,NA,Coile MS,110,Old Elberton Road,Athens,30601,Clarke,NA,"110 Old Elberton Road, Athens, GA 30601",street_address,rooftop,"110 old elberton rd, athens, ga 30601, usa",9,-83.2987732,33.9882464
HealthMPowers,Child Care,Angels In Motion,260,Cherokee Road,Winterville,30683,Clarke,5 yrs >,"260 Cherokee Road, Winterville, GA 30683",street_address,range_interpolated,"260 cherokee rd, winterville, ga 30683, usa",9,-83.290312,33.9709916
UGA,NA,Destined Learning Center,255,"Cherokee Road, Building 6",Winterville,30683,Clarke,NA,"255 Cherokee Road, Building 6, Winterville, GA 30683",street_address,range_interpolated,"255 cherokee rd, winterville, ga 30683, usa",9,-83.2901325,33.9710151
HealthMPowers,NA,Winterville ES,305,Cherokee Rd,Winterville,30683,Clarke,NA,"305 Cherokee Rd, Winterville, GA 30683",street_address,rooftop,"305 cherokee rd, winterville, ga 30683, usa",9,-83.2897798,33.9699357
UGA,HCCG: Pre-K Classrooms,Clarke County School District: Winterville Elementary School,305,Cherokee Rd.,Winterville,30683,Clarke,Pre-K children (3-5)  Pre_K Teachers 18+  Parents 18+,"305 Cherokee Rd., Winterville, GA 30683",street_address,rooftop,"305 cherokee rd, winterville, ga 30683, usa",9,-83.2897798,33.9699357
UGA,NA,Winterville Center for Community and Culture,371,N. Church Street,Winterville,30683,Clarke,NA,"371 N. Church Street, Winterville, GA 30683",street_address,range_interpolated,"371 n church st, winterville, ga 30683, usa",9,-83.282445,33.9721866
UGA,Easter Seals: Head Start Classrooms,Easter Seals of Northeast Georgia: Madison County Head Start,85,Rock Quarry Rd.,Danielsville,30633,Madison,Head Start children (3-5)  Head Start Teachers 18+  Parents 18+,"85 Rock Quarry Rd., Danielsville, GA 30633",premise,rooftop,"85 rock quarry rd, danielsville, ga 30633, usa",9,-83.2149941,34.1366127
HealthMPowers,Child Care,Franklin County Head Start Pre/K,84,Hartwell Road,Lavonia,30553,Franklin,5 yrs >,"84 Hartwell Road, Lavonia, GA 30553",street_address,range_interpolated,"84 hartwell rd, lavonia, ga 30553, usa",9,-83.097903,34.432487
Open Hand Atlanta,NA,North Hart Elementary School,124,Ankerich Rd.,Bowersville,30516,Hart,NA,"124 Ankerich Rd., Bowersville, GA 30516",street_address,rooftop,"124 ankerich rd, bowersville, ga 30516, usa",9,-83.0025157,34.3745757
Open Hand Atlanta,NA,North Hart Elementary School,124,Ankerich Rd.,Bowersville,30516,Hart,Kids and Adults,"124 Ankerich Rd., Bowersville, GA 30516",street_address,rooftop,"124 ankerich rd, bowersville, ga 30516, usa",9,-83.0025157,34.3745757
Open Hand Atlanta,NA,South Hart Elementary School,121,E&M Dairy Rd.,Hartwell,30643,Hart,Kids and Adults,"121 E&M Dairy Rd., Hartwell, GA 30643",establishment,bing,"45 east 20th street 11th floor, new york, ny 10003, united states",9,-82.950825,34.291825
Open Hand Atlanta,NA,South Hart Elementary School,121,E&M Dairy Rd.,Hartwell,30643,Hart,NA,"121 E&M Dairy Rd., Hartwell, GA 30643",establishment,bing,"45 east 20th street 11th floor, new york, ny 10003, united states",9,-82.950825,34.291825
Open Hand Atlanta,NA,Hartwell Elementary School,147,College Ave.,Hartwell,30643,Hart,NA,"147 College Ave., Hartwell, GA 30643",street_address,rooftop,"147 college ave, hartwell, ga 30643, usa",9,-82.928048,34.3496599
Open Hand Atlanta,NA,Hartwell Elementary School,147,College Ave.,Hartwell,30643,Hart,Kids and Adults,"147 College Ave., Hartwell, GA 30643",street_address,rooftop,"147 college ave, hartwell, ga 30643, usa",9,-82.928048,34.3496599
HealthMPowers,NA,Hart County Head Start Center/EHS/Pre-K,PO Box 956,500 North Richardson Street,Hartwell,30643,Hart,NA,"PO Box 956 500 North Richardson Street, Hartwell, GA 30643",street_address,range_interpolated,"500 richardson st, hartwell, ga 30643, usa",9,-82.926829,34.3597798
HealthMPowers,Child Care,Hart County Head Start Center/EHS/Pre-K,    500,    North Richardson Street  P O Box 956    ,Hartwell,30643,Hart,5 yrs >,"    500     North Richardson Street  P O Box 956    , Hartwell, GA 30643",street_address,range_interpolated,"500 richardson st, hartwell, ga 30643, usa",9,-82.926829,34.3597798
Open Hand Atlanta,NA,Hart County High School,59,5th St.,Hartwell,30643,Hart,Teens and Adults,"59 5th St., Hartwell, GA 30643",street_address,rooftop,"59 5th st, hartwell, ga 30643, usa",9,-82.9232041,34.3479391
Open Hand Atlanta,NA,Hart County High School,59,5th St.,Hartwell,30643,Hart,NA,"59 5th St., Hartwell, GA 30643",street_address,rooftop,"59 5th st, hartwell, ga 30643, usa",9,-82.9232041,34.3479391
Open Hand Atlanta,NA,Hart County Middle School,176,Powell Rd.,Hartwell,30643,Hart,NA,"176 Powell Rd., Hartwell, GA 30643",street_address,rooftop,"176 powell rd, hartwell, ga 30643, usa",9,-82.9210177,34.3500701
Open Hand Atlanta,NA,Hart County Middle School,176,Powell Rd.,Hartwell,30643,Hart,Teens and Adults,"176 Powell Rd., Hartwell, GA 30643",street_address,rooftop,"176 powell rd, hartwell, ga 30643, usa",9,-82.9210177,34.3500701
Open Hand Atlanta,NA,Rome WIC District 1-1,1309,Redmond Rd.,Rome,30165,Floyd,NA,"1309 Redmond Rd., Rome, GA 30165",street_address,rooftop,"1309 redmond rd, rome, ga 30165, usa",14,-85.2034683,34.2828632
Open Hand Atlanta,WIC Clinic,Rome WIC District 1-1,1309,Redmond Rd.,Rome,30165,Flyod,Adults,"1309 Redmond Rd., Rome, GA 30165",street_address,rooftop,"1309 redmond rd, rome, ga 30165, usa",14,-85.2034683,34.2828632
Open Hand Atlanta,NA,Catoosa County WIC,145,Catoosa Circle,Ringgold,30736,Catoosa,NA,"145 Catoosa Circle, Ringgold, GA 30736",street_address,rooftop,"145 catoosa cir, ringgold, ga 30736, usa",14,-85.1823524,34.9366504
Open Hand Atlanta,NA,Whitfield County WIC,800,Professional Blvd,Dalton,30720,Dalton,NA,"800 Professional Blvd, Dalton, GA 30720",premise,rooftop,"800 professional blvd, dalton, ga 30720, usa",14,-84.9806645,34.7964
UGA,NA,Highland Rivers,419,North Wall Street,Calhoun,30701,Bartow,NA,"419 North Wall Street, Calhoun, GA 30701",premise,rooftop,"419 n wall st, calhoun, ga 30701, usa",14,-84.950161,34.5069633
HealthMPowers,NA,Paulding County Club,335A,Academy Drive,Dallas,30132,Paulding,NA,"335A Academy Drive, Dallas, GA 30132",street_address,rooftop,"335 academy dr, dallas, ga 30132, usa",14,-84.8319603,33.9106283
HealthMPowers,after school,Paulding Club,335A,Academy Drive,Dallas,30132,Paulding,18-May,"335A Academy Drive, Dallas, GA 30132",street_address,rooftop,"335 academy dr, dallas, ga 30132, usa",14,-84.8319603,33.9106283
HealthMPowers,NA,Howard Middle School,6600,Forsyth Road,Macon,31220,Bibb,NA,"6600 Forsyth Road, Macon, GA 31220",street_address,range_interpolated,"6600 forsyth rd, macon, ga 31210, usa",8,-83.7744614,32.9097054
HealthMPowers,Middle School,Howard Middle School,6600,Forsyth Rd,Macon,31210,Bibb,8-Jun,"6600 Forsyth Rd, Macon, GA 31210",street_address,range_interpolated,"6600 forsyth rd, macon, ga 31210, usa",8,-83.7744614,32.9097054
HealthMPowers,NA,Carter ES,5910,Zebulon Rd,Macon,31210,Bibb,NA,"5910 Zebulon Rd, Macon, GA 31210",street_address,rooftop,"5910 zebulon rd, macon, ga 31210, usa",8,-83.7570048,32.8784542
HealthMPowers,Elem,Carter ES,5910,Zebulon Rd,Macon,31210,Bibb,K-5,"5910 Zebulon Rd, Macon, GA 31210",street_address,rooftop,"5910 zebulon rd, macon, ga 31210, usa",8,-83.7570048,32.8784542
HealthMPowers,Elem,Springdale,4965,Northside Dr,Macon,31210,Bibb,k-5,"4965 Northside Dr, Macon, GA 31210",street_address,rooftop,"4965 northside dr, macon, ga 31210, usa",8,-83.719733,32.90498
HealthMPowers,NA,Lane,990,Newport Rd,Macon,31210,Bibb,NA,"990 Newport Rd, Macon, GA 31210",street_address,rooftop,"990 newport rd, macon, ga 31210, usa",8,-83.6948838,32.8915929
HealthMPowers,Elem,Lane,990,Newport Rd,Macon,31210,Bibb,K-5,"990 Newport Rd, Macon, GA 31210",street_address,rooftop,"990 newport rd, macon, ga 31210, usa",8,-83.6948838,32.8915929
HealthMPowers,NA,Taylor ES,2976,Crestline Dr,Macon,31204,Bibb,NA,"2976 Crestline Dr, Macon, GA 31204",street_address,rooftop,"2976 crestline dr, macon, ga 31204, usa",8,-83.677957,32.8762837
HealthMPowers,Elem,Taylor ES,2976,Crestline Dr,Macon,31204,Bibb,K-5,"2976 Crestline Dr, Macon, GA 31204",street_address,rooftop,"2976 crestline dr, macon, ga 31204, usa",8,-83.677957,32.8762837
Open Hand Atlanta,NA,Tift Tower,311,311 East Second Street,Tifton,31794,Tift,NA,"311 311 East Second Street, Tifton, GA 31794",street_address,range_interpolated,"311 e 2 nd st, tifton, ga 31794, usa",8,-83.5073507,31.454191
